127.0.0.1 - - [08/Apr/2019:15:18:43 +0000] "GET /2019/04/08/hello-world/ HTTP/1.0" 200 18435 "http://missouri-grassfed-meats.local/2019/04/08/hello-world/" "WordPress/5.1.1; http://missouri-grassfed-meats.local"
127.0.0.1 - - [08/Apr/2019:15:18:45 +0000] "POST /wp-cron.php?doing_wp_cron=1554736725.6831378936767578125000 HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/wp-cron.php?doing_wp_cron=1554736725.6831378936767578125000" "WordPress/5.1.1; http://missouri-grassfed-meats.local"
127.0.0.1 - - [08/Apr/2019:15:22:55 +0000] "GET / HTTP/1.0" 200 11204 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:22:55 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:16 +0000] "GET / HTTP/1.0" 200 11204 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:25 +0000] "GET /wp-admin HTTP/1.0" 301 178 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:25 +0000] "GET /wp-admin/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:25 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2Fmissouri-grassfed-meats.local%2Fwp-admin%2F&reauth=1 HTTP/1.0" 200 3436 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:25 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/wp-login.php?redirect_to=http%3A%2F%2Fmissouri-grassfed-meats.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:42 +0000] "POST /wp-login.php HTTP/1.0" 302 0 "http://missouri-grassfed-meats.local/wp-login.php?redirect_to=http%3A%2F%2Fmissouri-grassfed-meats.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:42 +0000] "GET /wp-admin/ HTTP/1.0" 200 59636 "http://missouri-grassfed-meats.local/wp-login.php?redirect_to=http%3A%2F%2Fmissouri-grassfed-meats.local%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:42 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.1.1 HTTP/1.0" 200 109102 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:42 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.1.1 HTTP/1.0" 200 339095 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:42 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.1.1 HTTP/1.0" 200 201345 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "POST /wp-cron.php?doing_wp_cron=1554737023.2172510623931884765625 HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/wp-cron.php?doing_wp_cron=1554737023.2172510623931884765625" "WordPress/5.1.1; http://missouri-grassfed-meats.local"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=7a5ab934eb&1554737021022 HTTP/1.0" 200 1114 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1399 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=7a5ab934eb&1554737021152 HTTP/1.0" 200 572 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:43 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=7a5ab934eb&1554737021456 HTTP/1.0" 200 1 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:44 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 933 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:53 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 40724 "http://missouri-grassfed-meats.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:53 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.1.1 HTTP/1.0" 200 109102 "http://missouri-grassfed-meats.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:53 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter&ver=5.1.1 HTTP/1.0" 200 156161 "http://missouri-grassfed-meats.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:53 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.1.1 HTTP/1.0" 200 339095 "http://missouri-grassfed-meats.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:23:53 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://missouri-grassfed-meats.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
127.0.0.1 - - [08/Apr/2019:15:24:10 +0000] "GET /wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Fmissouri-grassfed-meats.local%2Fwp-admin%2Fthemes.php HTTP/1.0" 200 312232 "http://missouri-grassfed-meats.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.86 Safari/537.36"
